Task ID,Route Name,Vehicle ID,Date,Arrive Time,Operation,Task Template,Task Status,Planned/Adhoc,Zone,Service Point,Asset Types,Completed Asset Types,Asset Collects
360-24041560,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,3:43:47 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0756,"1100L, 240L",1100L,1
360-24041550,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,3:43:01 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0755,"1100L, 240L",1100L,1
360-24042390,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,3:41:11 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0814,"1100L, 240L",1100L,1
360-24041698,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,3:39:37 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1803,"1100L, 240L",240L,1
360-24041345,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,3:38:54 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0454,"1100L, 240L",240L,1
360-24042443,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,3:36:58 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0820,"1100L, 240L",1100L,1
360-24042595,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,3:35:52 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1163,"1100L, 240L",240L,1
360-24041503,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,3:35:21 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-2191,"1100L, 240L",240L,1
360-24041542,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,3:34:22 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0754,"1100L, 240L",240L,1
360-24042539,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,3:32:02 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0948,"1100L, 240L",1100L,1
360-24041730,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,3:31:23 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0770,"1100L, 240L",1100L,1
360-24041745,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,3:29:24 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0957,"1100L, 240L",1100L,1
360-24041329,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,3:27:27 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-2739,"1100L, 240L",1100L,1
360-24041841,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,3:25:32 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0781,"1100L, 240L",1100L,1
360-24041768,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,3:23:53 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0773,"1100L, 240L",1100L,1
360-24041752,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,3:23:11 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0771,"1100L, 240L",1100L,1
360-24042372,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,3:22:09 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-5527,"1100L, 240L",1100L,1
360-24042262,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,3:20:36 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0867,"1100L, 240L",1100L,1
360-24042438,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,3:18:37 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0816,"1100L, 240L",1100L,1
360-24042441,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,3:17:36 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0818,"1100L, 240L",1100L,1
360-24042387,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,3:17:31 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0812,"1100L, 240L",1100L,1
360-24042384,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,3:15:38 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0811,"1100L, 240L",1100L,1
360-24042378,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,3:13:48 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0995,"1100L, 240L",1100L,1
360-24042381,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,3:13:43 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0996,"1100L, 240L",1100L,1
360-24042458,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,3:13:01 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0823,"1100L, 240L",1100L,1
360-24042571,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,3:10:57 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-3505,"1100L, 240L",240L,1
360-24041568,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,3:09:41 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0758,"1100L, 240L",1100L,1
360-24042730,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,3:09:17 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-2880,"1100L, 240L",1100L,1
360-24041576,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,3:06:44 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0953,"1100L, 240L",1100L,1
360-24041886,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,3:04:51 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1869,"1100L, 240L",240L,1
360-24042449,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,3:01:47 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0821,"1100L, 240L",1100L,1
360-24042446,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,2:59:37 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0881,"1100L, 240L",1100L,1
360-24041582,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,2:58:07 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0759,"1100L, 240L",1100L,1
360-24041590,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,2:57:31 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0760,"1100L, 240L",1100L,1
360-24041613,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,2:54:38 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0762,"1100L, 240L",1100L,1
360-24042346,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,2:52:01 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0991,"1100L, 240L",1100L,1
360-24042366,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,2:48:04 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0808,"1100L, 240L",1100L,1
360-24042351,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,2:45:42 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0992,"1100L, 240L",1100L,1
360-24042360,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,2:42:56 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0994,"1100L, 240L",1100L,1
360-24042354,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,2:41:50 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0899,"1100L, 240L",1100L,1
360-24042357,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,2:40:19 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0993,"1100L, 240L",1100L,1
360-24042705,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,2:38:11 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0178,"1100L, 240L",240L,1
360-24042273,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,2:35:38 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0871,"1100L, 240L",1100L,1
360-24042270,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,2:34:55 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0869,"1100L, 240L",1100L,1
360-24042246,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,2:33:18 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0863,"1100L, 240L",1100L,1
360-24042250,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,2:32:01 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0864,"1100L, 240L",1100L,1
360-24042254,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,2:30:14 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0865,"1100L, 240L",1100L,1
360-24042258,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,2:30:13 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0866,"1100L, 240L",1100L,1
360-24042266,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,2:28:41 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0868,"1100L, 240L",1100L,1
360-24041774,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,2:26:46 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0774,"1100L, 240L",1100L,1
360-24041784,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,2:24:44 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0775,"1100L, 240L",1100L,1
360-24042524,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,2:23:54 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-5885,"1100L, 240L",240L,1
360-24041793,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,2:23:16 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0777,"1100L, 240L",1100L,1
360-24041809,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,2:22:41 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0778,"1100L, 240L",1100L,1
360-24041833,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,2:20:52 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0780,"1100L, 240L",1100L,1
360-24042018,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,2:18:18 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1809,"1100L, 240L",240L,1
360-24042512,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,2:17:26 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-2146,"1100L, 240L",240L,1
360-24042405,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,2:16:55 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-5996,"1100L, 240L",240L,1
360-24042285,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,2:16:15 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0874,"1100L, 240L",1100L,1
360-24042281,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,2:15:23 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0873,"1100L, 240L",1100L,1
360-24042277,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,2:14:35 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0872,"1100L, 240L",1100L,1
360-24042304,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,2:13:15 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0882,"1100L, 240L",1100L,1
360-24042331,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,2:11:31 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0891,"1100L, 240L",1100L,1
360-24042328,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,2:10:28 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0890,"1100L, 240L",1100L,1
360-24042363,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,2:05:57 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0803,"1100L, 240L",1100L,1
360-24042179,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,2:02:17 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0984,"1100L, 240L",1100L,1
360-24042563,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,2:01:12 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-2569,"1100L, 240L",240L,1
360-24042187,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,2:00:34 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0801,"1100L, 240L",1100L,1
360-24042203,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,1:59:04 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0854,"1100L, 240L",1100L,1
360-24042210,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,1:58:22 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0856,"1100L, 240L",1100L,1
360-24042214,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,1:57:43 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0857,"1100L, 240L",1100L,1
360-24042728,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,1:55:58 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1130,"1100L, 240L",240L,1
360-24042218,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,1:55:25 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0985,"1100L, 240L",1100L,1
360-24042222,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,1:54:52 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0858,"1100L, 240L",1100L,1
360-24042226,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,1:53:34 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0859,"1100L, 240L",1100L,1
360-24042230,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,1:52:44 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0986,"1100L, 240L",1100L,1
360-24042206,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,1:51:14 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0855,"1100L, 240L",1100L,1
360-24042234,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,1:49:50 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0860,"1100L, 240L",1100L,1
360-24042242,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,1:49:00 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0862,"1100L, 240L",1100L,1
360-24042717,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,1:47:21 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1129,"1100L, 240L",240L,1
360-24042714,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,1:45:12 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1898,"1100L, 240L",240L,1
360-24042238,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,1:44:47 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0861,"1100L, 240L",1100L,1
360-24042325,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,1:44:19 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0889,"1100L, 240L",1100L,1
360-24042711,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,1:43:27 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-3401,"1100L, 240L",240L,1
360-24042322,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,1:42:23 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0989,"1100L, 240L",1100L,1
360-24042316,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,1:39:49 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0988,"1100L, 240L",1100L,1
360-24042348,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,1:39:17 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0898,"1100L, 240L",240L,1
360-24042313,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,1:38:51 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0887,"1100L, 240L",1100L,1
360-24042307,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,1:38:01 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0884,"1100L, 240L",1100L,1
360-24042301,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,1:35:41 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0880,"1100L, 240L",1100L,1
360-24041487,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,1:34:45 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0515,"1100L, 240L",1100L,1
360-24042568,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,1:33:21 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-3504,"1100L, 240L",240L,1
360-24042293,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,1:32:40 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0987,"1100L, 240L",1100L,1
360-24041871,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,1:30:36 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0960,"1100L, 240L",1100L,1
360-24042151,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,1:28:08 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0745,"1100L, 240L",1100L,1
360-24042155,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,1:26:48 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0982,"1100L, 240L",1100L,1
360-24042159,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,1:26:03 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0746,"1100L, 240L",1100L,1
360-24042163,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,1:25:37 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0747,"1100L, 240L",1100L,1
360-24042167,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,1:24:34 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0748,"1100L, 240L",1100L,1
360-24042310,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,1:21:32 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0886,"1100L, 240L",1100L,1
360-24042171,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,1:19:27 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0983,"1100L, 240L",1100L,1
360-24042175,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,1:18:48 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0749,"1100L, 240L",1100L,1
360-24042720,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,1:17:52 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1113,"1100L, 240L",240L,1
360-24042319,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,1:16:37 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0888,"1100L, 240L",1100L,1
360-24041512,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,1:16:21 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-5882,"1100L, 240L",240L,1
360-24042074,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,1:15:46 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0728,"1100L, 240L",1100L,1
360-24042069,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,1:14:23 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0727,"1100L, 240L",1100L,1
360-24042059,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,1:13:43 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0725,"1100L, 240L",1100L,1
360-24042064,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,1:13:14 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0726,"1100L, 240L",1100L,1
360-24042054,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,1:12:46 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0724,"1100L, 240L",1100L,1
360-24042049,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,1:11:15 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0723,"1100L, 240L",1100L,1
360-24041878,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,12:05:19 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-5813,"1100L, 240L",1100L,1
360-24042622,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,12:04:31 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1169,"1100L, 240L",240L,1
360-24042619,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,11:58:30 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1099,"1100L, 240L",1100L,1
360-24041801,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,11:58:28 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1185,"1100L, 240L",1100L,1
360-24041449,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,11:55:31 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1010,"1100L, 240L",1100L,1
360-24042607,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,11:54:49 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1096,"1100L, 240L",1100L,1
360-24042610,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,11:52:52 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1165,"1100L, 240L",240L,1
360-24042616,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,11:50:58 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1098,"1100L, 240L",1100L,1
360-24041428,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,11:50:47 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-3934,"1100L, 240L",1100L,1
360-24041388,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,11:50:46 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0182,"1100L, 240L",1100L,1
360-24042604,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,11:47:49 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1095,"1100L, 240L",1100L,1
360-24042598,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,11:46:20 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1164,"1100L, 240L",240L,1
360-24042592,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,11:44:44 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1094,"1100L, 240L",1100L,1
360-24042589,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,11:44:31 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1093,"1100L, 240L",1100L,1
360-24042586,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,11:43:13 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1092,"1100L, 240L",1100L,1
360-24042661,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,11:42:07 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1016,"1100L, 240L",1100L,1
360-24042583,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,11:40:40 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1090,"1100L, 240L",1100L,1
360-24042580,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,11:39:37 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1089,"1100L, 240L",1100L,1
360-24042577,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,11:38:06 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1088,"1100L, 240L",1100L,1
360-24042574,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,11:36:53 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1087,"1100L, 240L",1100L,1
360-24042676,Zone 2 B (Day) - V 2.0,REL 1,6/1/2026,11:32:06 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1020,"1100L, 240L",1100L,1
