Task ID,Route Name,Vehicle ID,Date,Due Date,Arrive Time,Operation,Task Template,Task Status,Planned/Adhoc,Zone,Service Point,Asset Types,Completed Asset Types,Asset Collects
360-24160609,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,3:02:37 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0770,"1100L, 240L",1100L,1
360-24161084,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,3:00:54 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0948,"1100L, 240L",1100L,1
360-24160470,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,2:59:35 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0754,"1100L, 240L",240L,1
360-24160433,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,2:58:47 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-2191,"1100L, 240L",240L,1
360-24161140,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,2:58:15 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-1163,"1100L, 240L",240L,1
360-24160295,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,2:56:31 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0454,"1100L, 240L",240L,1
360-24160585,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,2:55:54 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-1803,"1100L, 240L",240L,1
360-24160985,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,2:54:21 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0820,"1100L, 240L",1100L,1
360-24160476,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,2:53:09 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0755,"1100L, 240L",1100L,1
360-24160484,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,2:52:37 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0756,"1100L, 240L",1100L,1
360-24161000,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,2:52:00 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0823,"1100L, 240L",1100L,1
360-24160965,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,2:49:55 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0996,"1100L, 240L",1100L,1
360-24160962,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,2:49:51 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0995,"1100L, 240L",1100L,1
360-24160967,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,2:48:41 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0811,"1100L, 240L",1100L,1
360-24160970,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,2:46:46 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0812,"1100L, 240L",1100L,1
360-24160982,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,2:46:40 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0818,"1100L, 240L",1100L,1
360-24160979,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,2:45:55 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0816,"1100L, 240L",1100L,1
360-24160854,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,2:44:46 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0867,"1100L, 240L",1100L,1
360-24160956,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,2:42:42 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-5527,"1100L, 240L",1100L,1
360-24160627,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,2:42:00 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0771,"1100L, 240L",1100L,1
360-24160621,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,2:39:51 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0957,"1100L, 240L",1100L,1
360-24160279,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,2:37:38 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-2739,"1100L, 240L",1100L,1
360-24160686,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,2:35:53 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0781,"1100L, 240L",1100L,1
360-24160691,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,2:34:20 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0782,"1100L, 240L",1100L,1
360-24160639,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,2:32:39 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0773,"1100L, 240L",1100L,1
360-24160646,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,2:30:36 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0774,"1100L, 240L",1100L,1
360-24160651,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,2:29:03 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0775,"1100L, 240L",1100L,1
360-24161069,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,2:28:28 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-5885,"1100L, 240L",240L,1
360-24160656,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,2:27:36 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0777,"1100L, 240L",1100L,1
360-24160666,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,2:26:38 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0778,"1100L, 240L",1100L,1
360-24160676,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,2:25:06 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0779,"1100L, 240L",1100L,1
360-24160680,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,2:23:15 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0780,"1100L, 240L",1100L,1
360-24160857,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,2:21:50 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0868,"1100L, 240L",1100L,1
360-24160867,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,2:20:03 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0872,"1100L, 240L",1100L,1
360-24160870,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,2:19:28 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0873,"1100L, 240L",1100L,1
360-24160873,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,2:18:45 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0874,"1100L, 240L",1100L,1
360-24160750,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,2:16:38 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-5996,"1100L, 240L",240L,1
360-24161057,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,2:15:09 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-2146,"1100L, 240L",240L,1
360-24161201,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,2:14:06 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-1809,"1100L, 240L",240L,1
360-24160700,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,2:12:00 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0959,"1100L, 240L",1100L,1
360-24160705,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,2:10:01 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0960,"1100L, 240L",1100L,1
360-24160878,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,2:08:25 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0987,"1100L, 240L",1100L,1
360-24161113,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,2:06:22 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-3504,"1100L, 240L",240L,1
360-24160422,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,2:04:26 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0515,"1100L, 240L",1100L,1
360-24160884,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,2:03:05 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0880,"1100L, 240L",1100L,1
360-24160887,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,2:02:12 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0882,"1100L, 240L",1100L,1
360-24160890,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,1:57:47 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0884,"1100L, 240L",1100L,1
360-24160896,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,1:57:03 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0887,"1100L, 240L",1100L,1
360-24160932,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,1:56:19 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0898,"1100L, 240L",240L,1
360-24160899,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,1:55:19 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0988,"1100L, 240L",1100L,1
360-24160910,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,1:54:35 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0890,"1100L, 240L",1100L,1
360-24160913,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,1:53:42 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0891,"1100L, 240L",1100L,1
360-24160842,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,1:51:05 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0863,"1100L, 240L",1100L,1
360-24160845,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,1:49:58 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0864,"1100L, 240L",1100L,1
360-24160851,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,1:46:39 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0866,"1100L, 240L",1100L,1
360-24160848,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,1:46:26 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0865,"1100L, 240L",1100L,1
360-24160861,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,1:45:33 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0869,"1100L, 240L",1100L,1
360-24160864,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,1:42:54 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0871,"1100L, 240L",1100L,1
360-24161320,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,1:41:38 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0178,"1100L, 240L",240L,1
360-24160953,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,1:38:48 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0813,"1100L, 240L",1100L,1
360-24160942,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,1:37:43 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0993,"1100L, 240L",1100L,1
360-24160939,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,1:36:17 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0899,"1100L, 240L",1100L,1
360-24160945,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,1:34:34 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0994,"1100L, 240L",1100L,1
360-24160936,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,1:33:01 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0992,"1100L, 240L",1100L,1
360-24160950,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,1:28:29 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0808,"1100L, 240L",1100L,1
360-24160929,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,1:26:47 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0991,"1100L, 240L",1100L,1
360-24160510,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,1:24:54 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0760,"1100L, 240L",1100L,1
360-24160503,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,1:24:18 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0759,"1100L, 240L",1100L,1
360-24160997,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,1:22:28 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0999,"1100L, 240L",1100L,1
360-24161027,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,1:21:13 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0831,"1100L, 240L",1100L,1
360-24160529,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,1:19:45 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0762,"1100L, 240L",1100L,1
360-24160287,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,1:18:47 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-2612,"1100L, 240L",240L,1
360-24161003,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,1:17:23 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0824,"1100L, 240L",1100L,1
360-24161006,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,1:16:57 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0825,"1100L, 240L",1100L,1
360-24161009,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,1:15:53 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0826,"1100L, 240L",1100L,1
360-24161012,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,1:14:01 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0827,"1100L, 240L",1100L,1
360-24161033,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,1:12:35 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0833,"1100L, 240L",1100L,1
360-24161030,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,1:11:33 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0832,"1100L, 240L",1100L,1
360-24160541,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,1:09:52 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0849,"1100L, 240L",1100L,1
360-24161036,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,1:08:42 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0834,"1100L, 240L",1100L,1
360-24161042,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,1:07:06 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0836,"1100L, 240L",1100L,1
360-24161146,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,1:06:59 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-2221,"1100L, 240L",240L,1
360-24160552,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,1:04:50 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0765,"1100L, 240L",1100L,1
360-24161072,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,1:03:56 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-5886,"1100L, 240L",240L,1
360-24161039,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,1:02:59 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0835,"1100L, 240L",1100L,1
360-24160547,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,1:02:37 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0764,"1100L, 240L",1100L,1
360-24160535,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,1:01:24 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0954,"1100L, 240L",1100L,1
360-24160924,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,12:59:44 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0896,"1100L, 240L",1100L,1
360-24160927,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,12:57:11 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0897,"1100L, 240L",1100L,1
360-24160357,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,12:54:34 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-1873,"1100L, 240L",1100L,1
360-24160710,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,11:56:24 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-5813,"1100L, 240L",1100L,1
360-24161167,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,11:55:40 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-1169,"1100L, 240L",240L,1
360-24160661,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,11:49:34 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-1185,"1100L, 240L",1100L,1
360-24161164,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,11:49:17 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-1099,"1100L, 240L",1100L,1
360-24160385,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,11:46:45 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-1010,"1100L, 240L",1100L,1
360-24161152,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,11:46:08 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-1096,"1100L, 240L",1100L,1
360-24161155,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,11:44:23 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-1165,"1100L, 240L",240L,1
360-24160330,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,11:43:21 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-0182,"1100L, 240L",1100L,1
360-24160364,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,11:42:36 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-3934,"1100L, 240L",1100L,1
360-24161161,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,11:42:06 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-1098,"1100L, 240L",1100L,1
360-24161149,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,11:39:27 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-1095,"1100L, 240L",1100L,1
360-24161143,Zone 2 B (Day) - V 2.0,REL 7,11/1/2026,11/1/2026,11:38:06 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada Zone-2,Z2-BDB-1164,"1100L, 240L",240L,1
