Task ID,Route Name,Vehicle ID,Date,Due Date,Arrive Time,Operation,Task Template,Task Status,Planned/Adhoc,Zone,Service Point,Asset Types,Completed Asset Types,Asset Collects
360-24071373,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,2:17:49 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-2191,"1100L, 240L",240L,1
360-24072486,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,2:16:22 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1163,"1100L, 240L",240L,1
360-24071217,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,2:15:03 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0454,"1100L, 240L",240L,1
360-24071567,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,2:14:44 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1803,"1100L, 240L",240L,1
360-24072331,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,2:14:10 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0820,"1100L, 240L",1100L,1
360-24071421,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,2:13:24 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0755,"1100L, 240L",1100L,1
360-24071429,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,2:12:41 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0756,"1100L, 240L",1100L,1
360-24072346,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,2:12:06 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0823,"1100L, 240L",1100L,1
360-24072289,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,2:11:11 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0995,"1100L, 240L",1100L,1
360-24072292,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,2:11:06 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0996,"1100L, 240L",1100L,1
360-24072295,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,2:10:23 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0811,"1100L, 240L",1100L,1
360-24072298,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,2:09:46 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0812,"1100L, 240L",1100L,1
360-24072328,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,2:09:44 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0818,"1100L, 240L",1100L,1
360-24072325,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,2:06:51 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0816,"1100L, 240L",1100L,1
360-24072180,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,2:05:56 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0867,"1100L, 240L",1100L,1
360-24072283,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,2:03:49 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-5527,"1100L, 240L",1100L,1
360-24071625,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,2:03:21 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0771,"1100L, 240L",1100L,1
360-24071617,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,2:01:49 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0957,"1100L, 240L",1100L,1
360-24071202,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,2:00:31 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-2739,"1100L, 240L",1100L,1
360-24071714,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,1:58:51 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0781,"1100L, 240L",1100L,1
360-24071720,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,1:56:14 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0782,"1100L, 240L",1100L,1
360-24071641,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,1:54:25 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0773,"1100L, 240L",1100L,1
360-24071649,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,1:53:44 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0774,"1100L, 240L",1100L,1
360-24071656,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,1:52:50 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0775,"1100L, 240L",1100L,1
360-24072411,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,1:52:18 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-5885,"1100L, 240L",240L,1
360-24071664,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,1:52:04 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0777,"1100L, 240L",1100L,1
360-24071681,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,1:51:32 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0778,"1100L, 240L",1100L,1
360-24071698,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,1:49:50 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0779,"1100L, 240L",1100L,1
360-24071706,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,1:48:16 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0780,"1100L, 240L",1100L,1
360-24072183,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,1:47:01 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0868,"1100L, 240L",1100L,1
360-24072167,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,1:45:47 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0863,"1100L, 240L",1100L,1
360-24072171,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,1:44:48 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0864,"1100L, 240L",1100L,1
360-24072177,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,1:44:00 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0866,"1100L, 240L",1100L,1
360-24072174,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,1:43:46 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0865,"1100L, 240L",1100L,1
360-24072186,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,1:43:05 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0869,"1100L, 240L",1100L,1
360-24072189,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,1:42:35 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0871,"1100L, 240L",1100L,1
360-24072597,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,1:42:02 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0178,"1100L, 240L",240L,1
360-24072280,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,1:40:06 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0813,"1100L, 240L",1100L,1
360-24072268,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,1:39:04 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0993,"1100L, 240L",1100L,1
360-24072271,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,1:36:57 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0994,"1100L, 240L",1100L,1
360-24072262,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,1:35:25 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0992,"1100L, 240L",1100L,1
360-24072277,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,1:33:10 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0808,"1100L, 240L",1100L,1
360-24072256,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,1:31:50 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0991,"1100L, 240L",1100L,1
360-24071460,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,1:26:15 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0760,"1100L, 240L",1100L,1
360-24071453,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,1:25:02 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0759,"1100L, 240L",1100L,1
360-24072343,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,1:23:30 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0999,"1100L, 240L",1100L,1
360-24072373,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,1:21:28 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0831,"1100L, 240L",1100L,1
360-24071486,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,1:20:26 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0762,"1100L, 240L",1100L,1
360-24071210,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,1:19:34 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-2612,"1100L, 240L",240L,1
360-24072349,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,1:19:00 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0824,"1100L, 240L",1100L,1
360-24072352,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,1:18:20 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0825,"1100L, 240L",1100L,1
360-24072355,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,1:17:51 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0826,"1100L, 240L",1100L,1
360-24072379,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,1:17:05 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0833,"1100L, 240L",1100L,1
360-24072375,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,1:16:26 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0832,"1100L, 240L",1100L,1
360-24071502,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,1:15:42 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0849,"1100L, 240L",1100L,1
360-24072382,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,1:14:42 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0834,"1100L, 240L",1100L,1
360-24072388,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,1:13:18 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0836,"1100L, 240L",1100L,1
360-24072492,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,1:12:49 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-2221,"1100L, 240L",240L,1
360-24071519,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,1:10:41 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0765,"1100L, 240L",1100L,1
360-24072415,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,1:10:18 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-5886,"1100L, 240L",240L,1
360-24072385,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,1:09:16 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0835,"1100L, 240L",1100L,1
360-24071509,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,1:08:49 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0764,"1100L, 240L",1100L,1
360-24071495,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,1:07:30 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0954,"1100L, 240L",1100L,1
360-24072250,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,1:06:08 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0896,"1100L, 240L",1100L,1
360-24072253,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,1:05:00 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0897,"1100L, 240L",1100L,1
360-24071286,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,1:02:53 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1873,"1100L, 240L",1100L,1
360-24071470,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,1:01:49 pm,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0761,"1100L, 240L",1100L,1
360-24071748,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,11:58:29 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-5813,"1100L, 240L",1100L,1
360-24072512,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,11:58:11 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1169,"1100L, 240L",240L,1
360-24072509,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,11:52:47 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1099,"1100L, 240L",1100L,1
360-24071673,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,11:50:45 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1185,"1100L, 240L",1100L,1
360-24071319,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,11:46:20 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1010,"1100L, 240L",1100L,1
360-24072498,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,11:45:48 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1096,"1100L, 240L",1100L,1
360-24072500,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,11:43:58 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1165,"1100L, 240L",240L,1
360-24071295,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,11:41:58 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-3934,"1100L, 240L",1100L,1
360-24072507,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,11:41:47 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1098,"1100L, 240L",1100L,1
360-24071256,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,11:41:27 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-0182,"1100L, 240L",1100L,1
360-24072495,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,11:39:15 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1095,"1100L, 240L",1100L,1
360-24072489,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,11:37:54 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1164,"1100L, 240L",240L,1
360-24071689,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,11:36:23 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-5811,"1100L, 240L",1100L,1
360-24072480,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,11:34:08 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1093,"1100L, 240L",1100L,1
360-24072483,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,11:34:07 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1094,"1100L, 240L",1100L,1
360-24072477,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,11:33:12 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1092,"1100L, 240L",1100L,1
360-24072552,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,11:32:17 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1016,"1100L, 240L",1100L,1
360-24072474,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,11:31:06 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1090,"1100L, 240L",1100L,1
360-24072471,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,11:30:35 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1089,"1100L, 240L",1100L,1
360-24072468,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,11:29:33 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1088,"1100L, 240L",1100L,1
360-24072465,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,11:27:58 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1087,"1100L, 240L",1100L,1
360-24072567,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,11:23:25 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1020,"1100L, 240L",1100L,1
360-24072588,Zone 2 B (Day) - V 2.0,REL 1,7/1/2026,7/1/2026,11:21:47 am,Waste Collection,CIT Waste Collection,Done,Planned,Albada  Zone-2,Z2-BDB-1021,"1100L, 240L",1100L,1
